Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ_2,МАТ-УЧ 21,МАТ_2
НЕСЕБЪР,ОСНОВНО УЧИЛИЩЕ СВЕТИ ИВАН РИЛСКИ,6.0,66.25,6.0,70.5,7.0,60.14,7.0,66.79,9.0,"79,11",9.0,"67,33",7.0,"59,57",7.0,"45,29"
НЕСЕБЪР,Основно училище Георги Стойков Раковски,18.0,47.42,17.0,39.09,9.0,24.67,9.0,21.0,13.0,"48,12",13.0,"49,08",16.0,"52,69",16.0,"54,13"
НЕСЕБЪР,Основно училище Св св Кирил и Методий,35.0,83.36,35.0,85.73,33.0,82.21,33.0,69.74,23.0,"79,3",23.0,"62,96",24.0,"81,25",24.0,"67,75"
НЕСЕБЪР,Основно училище Свети свети Кирил и Методий,60.0,78.53,61.0,77.84,56.0,81.98,56.0,73.88,39.0,"78,9",39.0,"72,28",53.0,82,53.0,"69,02"
НЕСЕБЪР,Основно училище Васил Левски,4.0,56.13,4.0,46.0,11.0,43.45,12.0,32.42,10.0,"35,15",10.0,"16,3",10.0,"37,9",10.0,"27,5"
НЕСЕБЪР,СУ Любен Каравелов,100.0,73.53,98.0,65.21,106.0,75.36,106.0,64.75,114.0,"76,99",114.0,"58,8",126.0,"78,18",126.0,"63,97"
ПОМОРИЕ,Начално училище Константин Величков,8.0,55.56,8.0,64.31,,,,,10.0,"70,85",10.0,"78,8",,,,
ПОМОРИЕ,ОУ Св П Хилендарски,26.0,67.98,26.0,67.13,19.0,47.74,18.0,33.61,27.0,"72,72",26.0,"67,04",25.0,"69,96",26.0,"57,31"
ПОМОРИЕ,Основно училище Христо Ботев,26.0,46.1,27.0,47.02,19.0,42.26,19.0,41.34,27.0,"50,43",27.0,35,27.0,"58,07",27.0,"46,15"
ПОМОРИЕ,Основно училище Христо Ботев,40.0,69.06,40.0,69.69,33.0,82.91,32.0,69.61,23.0,"78,8",23.0,61,24.0,"81,83",25.0,"67,6"
ПОМОРИЕ,Основно училище Христо Ботев,13.0,64.85,13.0,89.0,11.0,52.09,12.0,60.83,13.0,"69,19",13.0,"40,15",15.0,"62,73",15.0,"58,33"
ПОМОРИЕ,Основно училище Христо Ботев,8.0,54.44,8.0,42.19,5.0,57.4,5.0,70.0,2.0,"45,75",2.0,50,12.0,"58,67",12.0,"53,08"
ПОМОРИЕ,Основно училище Георги Стойков Раковски,12.0,50.42,12.0,60.71,13.0,56.08,13.0,32.31,14.0,"50,14",14.0,"44,79",10.0,"53,5",10.0,"49,2"
ПОМОРИЕ,Основно училище Елин Пелин,5.0,68.1,5.0,67.8,6.0,75.5,6.0,79.67,9.0,"56,11",9.0,"54,56",,,,
ПОМОРИЕ,Основно училище Свети свети Кирил и Методий,7.0,63.21,7.0,72.29,2.0,85.0,2.0,88.75,14.0,"59,25",14.0,"52,79",13.0,"65,38",13.0,"55,69"
ПОМОРИЕ,Основно училище Отец Паисий,11.0,47.32,11.0,66.09,11.0,47.27,11.0,58.73,14.0,"66,82",14.0,"50,79",11.0,"65,91",11.0,"47,36"
ПОМОРИЕ,СУ Иван Вазов,70.0,84.31,70.0,77.24,68.0,77.24,67.0,67.66,69.0,"79,3",69.0,"64,16",71.0,"86,38",71.0,"75,87"
ПРИМОРСКО,Основно Училище Христо Ботев,7.0,21.5,7.0,24.14,8.0,34.0,8.0,29.75,7.0,"42,86",7.0,"28,86",8.0,"40,38",8.0,"32,38"
ПРИМОРСКО,СУ Никола Йонков Вапцаров,36.0,74.75,40.0,71.39,30.0,71.97,30.0,59.63,34.0,"69,12",31.0,"62,58",22.0,"78,05",22.0,"70,91"
РУЕН,Начално училище д-р Петър Берон,14.0,55.46,14.0,65.0,9.0,67.22,9.0,72.5,10.0,"53,45",10.0,"59,3",11.0,"59,55",11.0,"59,82"
РУЕН,Основно училище Д-р Петър Берон,13.0,41.04,13.0,58.85,16.0,41.19,16.0,37.91,11.0,"42,18",11.0,"33,64",15.0,"53,2",15.0,"37,93"
РУЕН,Основно училище Св Св Кирил и Методий,6.0,69.42,6.0,71.42,15.0,60.6,15.0,58.43,15.0,"66,9",15.0,"50,4",12.0,"63,33",12.0,59
РУЕН,Основно училище Алеко Константинов,5.0,37.8,5.0,52.5,1.0,13.0,1.0,33.0,5.0,"62,4",5.0,"47,8",,,,
РУЕН,Основно училище Климент Охридски,11.0,56.45,11.0,74.27,12.0,50.5,12.0,37.92,10.0,"41,45",10.0,"46,6",13.0,"53,31",13.0,"44,15"
РУЕН,Основно училище Никола Йонков Вапцаров,5.0,33.4,5.0,62.0,15.0,37.53,15.0,44.7,6.0,"34,58",6.0,"33,5",,,,
РУЕН,Основно училище Никола Йонков Вапцаров,1.0,40.5,1.0,66.0,9.0,57.0,9.0,68.5,10.0,"38,8",10.0,"46,7",11.0,"81,82",11.0,"69,18"
РУЕН,ОУ Св Св Кирил и Методий,8.0,33.5,8.0,44.25,14.0,34.71,14.0,35.07,3.0,"52,5",3.0,"25,33",14.0,"43,36",14.0,"32,64"
РУЕН,Основно Училище Д-р Петър Берон,6.0,30.92,6.0,35.67,1.0,14.0,1.0,21.0,10.0,"45,65",10.0,"30,2",4.0,"41,5",4.0,"47,75"
РУЕН,Основно училище Антон Симеонович Макаренко,14.0,59.25,14.0,59.93,11.0,46.09,11.0,50.27,9.0,"61,67",9.0,"43,89",7.0,"63,71",7.0,"56,14"
РУЕН,Основно училище Иван Вазов,16.0,32.66,15.0,50.67,9.0,39.22,9.0,57.78,9.0,"55,61",9.0,"57,22",10.0,"56,5",10.0,"51,6"
РУЕН,Основно училище Реджеб Кюпчу,18.0,56.25,18.0,52.94,7.0,36.71,7.0,38.93,13.0,"60,96",13.0,"43,62",5.0,"74,6",5.0,"68,8"
РУЕН,Основно училище Йордан Йовков,,,,,2.0,55.0,2.0,77.5,3.0,"58,17",3.0,"52,33",1.0,70,1.0,54
РУЕН,Основно училище Димчо Дебелянов,5.0,58.7,5.0,61.2,11.0,49.36,11.0,64.36,9.0,"66,22",9.0,"58,33",8.0,"66,63",8.0,"52,63"
РУЕН,Основно училище Иван Вазов,4.0,28.38,4.0,52.63,3.0,52.67,3.0,51.33,2.0,25,2.0,17,4.0,"61,25",4.0,"59,5"
РУЕН,Основно училище Реджеб Кюпчю,23.0,46.43,23.0,58.74,9.0,58.67,9.0,62.72,18.0,"65,5",18.0,"41,5",19.0,"66,79",19.0,"65,42"
РУЕН,СУ Димитър Полянов,24.0,40.85,24.0,49.5,22.0,39.86,22.0,41.32,12.0,"53,25",12.0,"43,25",15.0,"60,4",15.0,"49,93"
РУЕН,Основно училище Христо Ботев,4.0,55.0,4.0,53.0,1.0,58.0,1.0,41.0,5.0,"79,6",5.0,"63,6",2.0,81,2.0,66
РУЕН,Средно Училище Отец Паисий,17.0,61.74,17.0,78.44,21.0,56.67,21.0,65.43,19.0,"60,34",19.0,"50,63",14.0,"76,57",14.0,67
РУЕН,СУ Елин Пелин,39.0,43.67,39.0,68.86,38.0,32.97,38.0,37.53,40.0,"27,75",38.0,"28,66",48.0,"47,85",47.0,"43,94"
СОЗОПОЛ,Основно училище Христо Ботев,10.0,35.85,9.0,48.06,13.0,31.0,13.0,32.69,11.0,"42,36",11.0,"25,36",13.0,"26,77",13.0,"28,69"
СОЗОПОЛ,Основно училище Пейо Крачолов Яворов,6.0,44.58,6.0,37.33,6.0,16.17,6.0,31.08,8.0,"35,38",8.0,"23,75",7.0,"35,29",7.0,34
СОЗОПОЛ,Основно училище Отец Паисий,6.0,58.58,6.0,50.5,7.0,62.43,7.0,46.93,,,,,11.0,"76,91",11.0,"56,91"
СОЗОПОЛ,ОУ Христо Ботев,14.0,44.68,14.0,51.14,13.0,68.08,13.0,49.81,11.0,"48,14",11.0,"46,55",20.0,"61,15",20.0,"43,5"
СОЗОПОЛ,Основно училище Христо Ботев,11.0,59.86,11.0,60.18,14.0,83.86,14.0,69.93,23.0,"79,61",23.0,"61,09",28.0,"75,39",28.0,"68,93"
СОЗОПОЛ,СУ Св св Кирил и Методий,22.0,75.77,22.0,72.91,19.0,84.11,19.0,66.37,28.0,"80,07",28.0,"63,36",45.0,"78,98",44.0,"63,98"
СРЕДЕЦ,Основно училище Антон Страшимиров,18.0,34.67,18.0,31.33,20.0,40.85,20.0,43.2,15.0,"39,4",13.0,"36,92",20.0,"42,6",20.0,"48,2"
СРЕДЕЦ,Основно училище Св Св Кирил и Методий,15.0,21.37,16.0,36.94,10.0,23.9,10.0,27.75,8.0,"28,44",8.0,"19,5",18.0,"36,78",18.0,"27,44"
СРЕДЕЦ,Основно училище Никола Йонков Вапцаров,6.0,29.5,6.0,36.67,4.0,13.75,4.0,28.25,4.0,"49,88",5.0,"38,2",6.0,"53,5",6.0,"40,67"
СРЕДЕЦ,СУ Свети Свети Кирил и Методий,51.0,40.82,49.0,38.4,76.0,44.16,77.0,37.97,87.0,"52,25",86.0,"31,16",80.0,"50,31",80.0,"36,84"
СУНГУРЛАРЕ,Основно училище Св св Кирил и Методий,10.0,23.6,10.0,42.3,10.0,36.2,10.0,48.5,10.0,"36,9",11.0,"36,36",9.0,"42,22",9.0,"48,33"
СУНГУРЛАРЕ,Основно училище Христо Ботев,17.0,37.03,17.0,43.15,17.0,39.76,17.0,44.65,13.0,"38,69",13.0,"31,92",9.0,"50,44",9.0,"48,33"
СУНГУРЛАРЕ,Основно училище Св Св Кирил и Методий,11.0,42.32,11.0,42.0,2.0,50.0,2.0,51.0,2.0,"40,25",2.0,28,14.0,"59,07",14.0,"55,07"
СУНГУРЛАРЕ,Основно училище Васил Левски,4.0,63.0,4.0,47.75,2.0,36.0,2.0,26.5,2.0,"60,75",2.0,"35,5",5.0,59,5.0,"45,2"
СУНГУРЛАРЕ,Основно училище Отец Паисий,12.0,30.46,12.0,46.0,12.0,47.5,12.0,49.08,15.0,"63,53",15.0,"61,4",18.0,"58,11",18.0,"55,33"
СУНГУРЛАРЕ,СУ Христо Ботев,55.0,47.9,53.0,50.05,42.0,43.88,43.0,39.43,41.0,"45,89",41.0,"28,83",46.0,"62,37",46.0,"48,59"
ЦАРЕВО,Основно училище Св Св Кирил и Методий,10.0,52.05,11.0,27.55,11.0,44.64,12.0,44.5,11.0,"59,5",11.0,"30,36",18.0,"56,61",18.0,"37,5"
ЦАРЕВО,СУ Никола Йонков Вапцаров,57.0,77.28,54.0,72.8,58.0,79.03,58.0,66.01,58.0,"69,25",56.0,"54,82",60.0,"74,08",61.0,"57,72"
ВЕЛИКО ТЪРНОВО,Основно училище Христо Ботев,12.0,34.08,12.0,28.75,6.0,47.0,6.0,34.58,11.0,"54,5",11.0,"19,36",9.0,"38,22",9.0,"26,78"
ВЕЛИКО ТЪРНОВО,Основно училище Бачо Киро,116.0,83.72,116.0,79.34,109.0,80.22,109.0,72.84,112.0,"81,2",113.0,"68,46",119.0,"83,34",119.0,"71,16"
ВЕЛИКО ТЪРНОВО,Основно училище Св Патриарх Евтимий,104.0,87.04,104.0,80.54,114.0,83.11,113.0,73.66,112.0,"82,83",112.0,"72,24",117.0,"86,79",117.0,"75,89"
ВЕЛИКО ТЪРНОВО,Основно училище Димитър Благоев,48.0,75.6,46.0,72.98,66.0,75.2,66.0,61.64,40.0,"80,75",40.0,"65,03",46.0,"73,87",46.0,"55,67"
ВЕЛИКО ТЪРНОВО,Основно училище Петко Рачев Славейков,73.0,87.51,71.0,84.32,69.0,81.67,68.0,75.74,50.0,"77,72",50.0,"62,82",38.0,"80,74",38.0,"62,42"
ВЕЛИКО ТЪРНОВО,Основно училище Васил Левски,,,,,3.0,15.0,3.0,17.0,2.0,"34,5",2.0,17,,,,
ВЕЛИКО ТЪРНОВО,Основно училище Д-р Петър Берон,25.0,75.88,25.0,68.88,20.0,76.1,19.0,62.34,22.0,"78,57",22.0,"55,59",27.0,"82,52",27.0,"71,19"
ВЕЛИКО ТЪРНОВО,Основно училище Св Иван Рилски,5.0,69.5,5.0,68.5,4.0,43.0,4.0,34.5,4.0,"28,38",4.0,"21,5",4.0,65,4.0,"36,25"
ВЕЛИКО ТЪРНОВО,Основно училище Христо Ботев,15.0,76.23,15.0,69.87,14.0,58.29,14.0,47.21,15.0,"70,17",15.0,"45,07",11.0,"78,82",12.0,"63,5"
ВЕЛИКО ТЪРНОВО,Основно училище Христо Смирненски,4.0,41.5,4.0,33.5,2.0,12.5,2.0,14.0,10.0,"20,65",11.0,"15,45",4.0,"36,5",4.0,"34,25"
ВЕЛИКО ТЪРНОВО,Основно училище Христо Смирненски,4.0,68.0,4.0,52.0,1.0,81.0,1.0,76.5,3.0,"76,33",3.0,"37,33",2.0,72,2.0,37
ВЕЛИКО ТЪРНОВО,Основно училище Петко Рачев Славейков,6.0,54.58,6.0,54.0,2.0,32.5,2.0,40.0,3.0,"50,5",3.0,49,,,,
ВЕЛИКО ТЪРНОВО,Основно училище Неофит Рилски,9.0,81.44,9.0,78.17,10.0,57.1,10.0,58.75,8.0,"62,13",8.0,"45,88",6.0,"70,67",6.0,"65,33"
ВЕЛИКО ТЪРНОВО,СУ Емилиян Станев,141.0,88.11,141.0,79.8,139.0,81.36,139.0,71.0,138.0,"81,62",138.0,"67,88",159.0,"85,83",159.0,"72,25"
ВЕЛИКО ТЪРНОВО,СУ Вела Благоева,84.0,84.15,84.0,78.58,83.0,75.46,82.0,64.44,91.0,"79,4",91.0,"56,76",92.0,"82,93",91.0,"67,7"
ВЕЛИКО ТЪРНОВО,СУ Владимир Комаров,17.0,76.71,17.0,66.03,24.0,80.33,24.0,69.17,11.0,"76,64",11.0,"53,27",19.0,"71,74",19.0,"54,37"
ВЕЛИКО ТЪРНОВО,СУ Георги Стойков Раковски,11.0,64.86,11.0,56.59,11.0,51.18,11.0,39.86,11.0,"61,91",12.0,"41,58",,,,
ВЕЛИКО ТЪРНОВО,Частно основно училище Димитър Екимов,2.0,75.0,2.0,69.0,4.0,61.25,4.0,50.5,7.0,"49,86",7.0,"23,71",3.0,"68,67",3.0,44
ГОРНА ОРЯХОВИЦА,Основно училище Иван Вазов,66.0,84.83,65.0,76.77,66.0,78.7,66.0,66.64,69.0,"74,36",69.0,"61,45",63.0,"82,4",65.0,"68,22"
ГОРНА ОРЯХОВИЦА,Основно училище Св св Кирил и Методий,31.0,81.48,31.0,71.63,32.0,71.94,32.0,61.25,37.0,"73,85",37.0,"55,27",35.0,"78,71",35.0,"66,06"
ГОРНА ОРЯХОВИЦА,Основно училище Св Паисий Хилендарски,11.0,49.32,11.0,51.45,15.0,26.13,15.0,23.27,19.0,"31,66",19.0,"10,95",15.0,33,13.0,"36,15"
ГОРНА ОРЯХОВИЦА,Основно училище Елин Пелин,7.0,76.57,7.0,75.71,8.0,77.38,8.0,62.38,11.0,"69,18",11.0,44,4.0,"68,75",4.0,"66,5"
ГОРНА ОРЯХОВИЦА,Основно училище Св св Кирил и Методий,9.0,62.61,9.0,53.28,12.0,74.25,12.0,54.33,17.0,"72,35",17.0,"54,65",14.0,"82,43",14.0,"59,21"
ГОРНА ОРЯХОВИЦА,Основно училище Отец Паисий,2.0,17.25,2.0,36.5,1.0,17.0,1.0,58.0,4.0,"26,88",4.0,"14,5",2.0,34,2.0,32
ГОРНА ОРЯХОВИЦА,Основно училище Васил Левски,4.0,30.75,4.0,35.0,5.0,23.6,5.0,22.6,3.0,"21,67",3.0,14,6.0,"33,5",4.0,45
ГОРНА ОРЯХОВИЦА,Основно училище Климент Охридски,6.0,32.25,6.0,39.25,9.0,45.78,9.0,52.33,4.0,"34,75",4.0,37,9.0,"45,44",9.0,"35,44"
ГОРНА ОРЯХОВИЦА,Основно училище Св Св Кирил и Методий,10.0,54.75,9.0,71.67,8.0,50.63,8.0,49.63,7.0,"48,14",7.0,"37,71",1.0,49,1.0,24
ГОРНА ОРЯХОВИЦА,СУ Георги Измирлиев,64.0,77.73,63.0,66.25,86.0,76.99,86.0,65.03,107.0,"77,17",107.0,"58,78",96.0,"80,88",96.0,"64,19"
ГОРНА ОРЯХОВИЦА,СУ Вичо Грънчаров,25.0,68.34,25.0,68.26,30.0,81.0,30.0,66.05,21.0,"73,24",21.0,"50,81",45.0,81,45.0,"63,31"
ЕЛЕНА,Начално училище Иларион Макариополски,15.0,75.93,15.0,63.13,19.0,73.79,19.0,61.84,10.0,"52,25",9.0,28,23.0,"69,83",23.0,"48,3"
ЕЛЕНА,Основно училище Христо Ботев,3.0,54.0,3.0,74.5,1.0,44.0,1.0,41.5,4.0,"57,13",4.0,"34,5",2.0,46,2.0,32
ЕЛЕНА,Основно училище Отец Паисий,5.0,38.1,5.0,49.5,10.0,44.3,9.0,39.17,7.0,"40,07",7.0,"24,29",5.0,"39,4",5.0,"41,4"
ЕЛЕНА,ОУ Отец Паисий,12.0,55.25,12.0,73.04,16.0,54.75,16.0,54.19,11.0,"39,82",11.0,"51,27",16.0,"50,94",16.0,"56,81"
ЕЛЕНА,СУ Иван Николов Момчилов,15.0,73.03,14.0,62.61,12.0,64.0,12.0,48.46,16.0,"74,78",16.0,"64,31",25.0,"71,32",25.0,51
ЗЛАТАРИЦА,Основно Училище Васил Левски,,,,,2.0,40.5,2.0,25.0,1.0,"42,5",1.0,30,2.0,"40,5",2.0,36
ЗЛАТАРИЦА,СУ Св св Кирил и Методий,19.0,51.97,19.0,41.34,18.0,69.11,18.0,36.89,22.0,"48,7",23.0,"29,52",22.0,"71,91",22.0,"55,5"
ЛЯСКОВЕЦ,Начално училище Цани Гинчев,16.0,87.66,16.0,89.0,23.0,82.22,23.0,78.13,,,,,36.0,"74,75",37.0,"57,32"
ЛЯСКОВЕЦ,ОУ Петко Рачев Славейков,15.0,58.0,15.0,51.93,9.0,66.78,9.0,56.44,9.0,"49,83",10.0,"35,9",13.0,"56,23",12.0,"44,17"
ЛЯСКОВЕЦ,СУ Максим Райкович,28.0,78.43,28.0,84.21,30.0,69.77,30.0,61.17,43.0,"66,62",43.0,"47,26",44.0,"72,55",44.0,"55,91"
ПАВЛИКЕНИ,Основно училище Св Климент Охридски,31.0,61.35,30.0,52.22,39.0,70.21,39.0,59.29,43.0,"66,26",43.0,"42,7",34.0,"77,21",34.0,"59,21"
ПАВЛИКЕНИ,Основно училище Бачо Киро,7.0,47.0,7.0,45.29,6.0,28.83,6.0,31.58,9.0,"44,83",9.0,22,6.0,"49,33",6.0,"29,17"
ПАВЛИКЕНИ,Основно училище Филип Тотю,11.0,55.59,11.0,49.55,12.0,47.0,12.0,32.13,18.0,"34,53",18.0,"17,17",14.0,"43,14",14.0,"32,64"
ПАВЛИКЕНИ,Основно училище Св Св Кирил и Методий,8.0,31.06,8.0,44.06,9.0,37.0,8.0,51.25,6.0,"44,33",6.0,"57,17",8.0,"36,63",8.0,"31,25"
ПАВЛИКЕНИ,СУ Бачо Киро,82.0,70.67,79.0,62.63,57.0,66.04,56.0,55.71,56.0,"69,8",56.0,"46,34",57.0,"71,86",59.0,"51,66"
ПОЛСКИ ТРЪМБЕШ,Основно училище Св Св Кирил и Методий,12.0,40.0,12.0,35.13,17.0,36.06,17.0,50.97,16.0,"55,56",16.0,"39,81",16.0,"42,5",16.0,"30,88"
ПОЛСКИ ТРЪМБЕШ,Основно училище Васил Левски,8.0,43.13,8.0,41.38,7.0,34.71,7.0,37.14,7.0,48,7.0,30,12.0,"40,25",12.0,"41,08"
ПОЛСКИ ТРЪМБЕШ,СУ Цанко Церковски,53.0,52.41,52.0,57.59,58.0,53.05,56.0,44.17,52.0,"69,55",54.0,"48,61",53.0,"52,96",52.0,"40,56"
СВИЩОВ,Основно училище Филип Сакелариевич,5.0,73.1,5.0,52.1,5.0,38.8,5.0,18.2,9.0,"43,5",9.0,"21,78",8.0,"56,13",8.0,"41,25"
СВИЩОВ,Основно училище Христо Ботев,7.0,11.5,7.0,13.0,7.0,8.43,6.0,16.0,5.0,"24,9",5.0,"15,8",8.0,"31,63",8.0,"22,38"
СВИЩОВ,Основно училище Свети свети Кирил и Методий,4.0,54.88,4.0,52.0,7.0,41.57,7.0,38.86,1.0,"30,5",1.0,6,3.0,"43,67",3.0,"40,33"
СВИЩОВ,Основно училище Св Св Кирил и Методий,5.0,39.7,6.0,38.5,,,,,9.0,"62,17",9.0,"37,89",8.0,"36,63",9.0,33
СВИЩОВ,Основно училище Христо Ботев,1.0,72.5,1.0,77.5,4.0,82.5,4.0,68.5,5.0,"70,7",5.0,"50,6",7.0,"81,43",7.0,70
СВИЩОВ,СУ Цветан Радославов,27.0,67.07,27.0,57.98,31.0,75.58,30.0,70.42,30.0,"76,35",30.0,"61,2",34.0,"78,44",34.0,"65,09"
СВИЩОВ,СУ Николай Катранов,58.0,80.01,57.0,77.98,51.0,78.76,51.0,64.37,63.0,"70,59",63.0,"54,1",68.0,"88,24",68.0,"67,41"
СВИЩОВ,СУ Димитър Благоев,57.0,79.53,57.0,75.54,60.0,73.3,60.0,67.19,65.0,"77,02",65.0,"63,42",65.0,"79,4",65.0,"69,72"
СТРАЖИЦА,Начално училище Иван Вазов,4.0,21.0,4.0,26.5,5.0,33.4,5.0,28.2,1.0,41,2.0,28,3.0,"34,33",3.0,"30,67"
СТРАЖИЦА,Основно училище Свети свети Кирил и Методий,3.0,11.33,3.0,25.0,6.0,23.83,6.0,16.92,10.0,"54,6",10.0,"42,6",10.0,"67,7",10.0,"61,8"
СТРАЖИЦА,Основно училище Свети Климент Охридски,6.0,54.17,6.0,52.5,6.0,35.0,6.0,22.83,,,,,4.0,"44,5",4.0,"39,25"
СТРАЖИЦА,Начално училище Отец Паисий,,,,,2.0,73.5,2.0,46.0,2.0,"28,75",2.0,10,4.0,"36,25",4.0,"31,25"
СТРАЖИЦА,Основно училище Николай Райнов,4.0,33.5,4.0,30.25,3.0,56.33,3.0,55.83,6.0,"36,33",6.0,30,9.0,"54,11",9.0,"40,56"
СТРАЖИЦА,СУ Ангел Каралийчев,37.0,61.41,37.0,56.05,46.0,55.8,46.0,53.53,47.0,"59,7",48.0,"58,96",45.0,"65,04",44.0,"47,73"
СТРАЖИЦА,СУ Св Климент Охридски,20.0,52.05,20.0,52.98,22.0,41.14,22.0,29.14,14.0,"42,46",14.0,26,27.0,"51,52",27.0,"37,67"
СУХИНДОЛ,СУ Св Климент Охридски,5.0,40.3,5.0,42.0,8.0,62.5,8.0,43.25,10.0,"67,9",10.0,"62,3",14.0,"57,21",13.0,"55,92"
ВАРНА,Начално училище Васил Левски,57.0,84.49,57.0,80.39,37.0,73.05,36.0,64.03,59.0,"80,4",59.0,"61,17",85.0,"83,91",85.0,"72,02"
ВАРНА,Основно училище Антон Страшимиров,101.0,81.43,102.0,75.29,101.0,79.9,101.0,69.21,115.0,"78,17",114.0,"64,16",104.0,"82,57",104.0,"70,06"
ВАРНА,Основно училище Васил Априлов,48.0,82.04,48.0,81.7,54.0,80.67,54.0,69.76,68.0,"79,23",67.0,"63,69",75.0,"83,99",75.0,"69,48"
ВАРНА,Основно училище Георги Сава Раковски,107.0,85.21,104.0,83.08,104.0,83.24,103.0,74.61,135.0,"83,12",134.0,"68,93",130.0,"89,69",131.0,"77,32"
ВАРНА,Основно училище Добри Чинтулов,132.0,83.6,132.0,76.43,140.0,80.69,140.0,67.59,146.0,"81,4",146.0,"65,11",144.0,"82,6",144.0,"67,51"
ВАРНА,Основно училище Захари Стоянов,132.0,85.56,131.0,81.61,144.0,83.58,142.0,79.74,136.0,"84,37",136.0,"71,95",139.0,"85,49",139.0,"72,6"
ВАРНА,Основно училище Иван Вазов,38.0,78.79,38.0,80.01,29.0,76.83,28.0,70.8,28.0,"81,43",28.0,67,27.0,"82,44",27.0,"68,3"
ВАРНА,Основно училище Свети Иван Рилски,14.0,41.46,14.0,52.61,16.0,23.0,16.0,38.34,24.0,"31,52",24.0,"27,88",11.0,"43,18",10.0,"52,7"
ВАРНА,Основно училище Йордан Йовков,69.0,84.93,69.0,80.46,72.0,84.61,72.0,72.55,90.0,"82,44",90.0,"70,96",74.0,"83,34",73.0,"67,59"
