Община,Училище,БЕЛ 24,ДЗИ II 24,БЕЛ-УЧ. 24,ДЗИ II-УЧ. 24,БЕЛ 23,ДЗИ II 23,БЕЛ-УЧ. 23,ДЗИ II-УЧ. 23,БЕЛ 22,ДЗИ II 22,БЕЛ-УЧ. 22,ДЗИ II-УЧ. 22,БЕЛ 21,ДЗИ II 21,БЕЛ-УЧ. 21,ДЗИ II-УЧ. 21,БЕЛ 20,ДЗИ II 20,БЕЛ-УЧ. 20,ДЗИ II-УЧ. 20
ДУПНИЦА,ПГ Христо Ботев,4.84,4.669,136.0,136.0,4.33,4.169,135.0,134.0,4.3,4.097,122.0,123.0,4.79,4.88,124.0,123.0,4.64,4.65,118.0,117.0
ДУПНИЦА,СЕУ Св. Паисий Хилендарски,4.71,4.744,50.0,50.0,4.35,4.823,48.0,48.0,4.27,4.564,43.0,43.0,4.6,4.99,51.0,51.0,4.57,4.97,25.0,25.0
ИХТИМАН,ПГ Васил Левски,2.18,2.4,23.0,14.0,2.05,3.5,28.0,16.0,2.1,2.72,39.0,29.0,2.72,2.98,30.0,3.0,2.69,2.78,43.0,9.0
ИХТИМАН,СУ Христо Ботев,4.05,4.429,47.0,43.0,3.19,3.972,48.0,46.0,3.67,3.663,58.0,50.0,3.87,4.38,54.0,48.0,3.82,3.68,39.0,42.0
КАВАРНА,Професионална земеделска гимназия,3.21,4.435,32.0,24.0,2.4,4.265,22.0,14.0,2.95,4.221,20.0,17.0,3.13,4.89,22.0,2.0,3.17,,12.0,
КАВАРНА,СУ Стефан Караджа,4.39,4.176,53.0,51.0,3.7,3.847,47.0,49.0,3.9,3.85,39.0,36.0,3.84,4.0,38.0,38.0,4.3,4.17,33.0,37.0
КАЗАНЛЪК,НУ по пласт. изк. и дизайн,4.35,5.29,46.0,47.0,4.09,5.09,46.0,46.0,4.09,5.15,42.0,42.0,4.2,,50.0,,4.3,,45.0,
КАЗАНЛЪК,ПГ Иван Хаджиенов,3.79,4.371,105.0,104.0,3.19,3.395,89.0,89.0,3.62,4.556,64.0,63.0,3.7,3.79,71.0,78.0,3.73,3.65,85.0,91.0
КАЗАНЛЪК,ПГ Акад. Петко Стайнов,4.17,4.378,2.0,5.0,2.76,4.713,3.0,3.0,3.02,2.796,5.0,3.0,3.15,3.31,11.0,6.0,3.14,3.17,9.0,4.0
КАЗАНЛЪК,ПГ по лека пром. и туризъм,3.82,4.28,64.0,58.0,2.97,4.34,45.0,34.0,3.42,4.282,58.0,55.0,3.55,3.54,65.0,53.0,3.67,3.71,85.0,60.0
КАЗАНЛЪК,ПГ по транспорт и мениджмънт,3.07,4.44,34.0,20.0,2.6,4.68,43.0,25.0,3.07,4.09,32.0,32.0,3.42,3.61,81.0,47.0,3.55,3.66,74.0,49.0
КАЗАНЛЪК,ППМГ Никола Обрешков,5.04,4.779,104.0,118.0,4.76,3.73,103.0,109.0,4.93,4.439,97.0,96.0,4.87,5.07,101.0,101.0,5.18,5.25,103.0,103.0
КАЗАНЛЪК,ПХГ Св. Св. Кирил и Методий,4.7,4.361,40.0,41.0,3.88,4.079,48.0,44.0,3.97,4.031,44.0,39.0,4.17,4.48,62.0,62.0,4.55,4.59,77.0,77.0
КАЗАНЛЪК,СУ Екзарх Антим I,4.8,4.687,81.0,85.0,4.26,4.248,80.0,79.0,4.32,4.441,98.0,98.0,4.32,4.5,87.0,87.0,4.37,4.55,67.0,67.0
КАРЛОВО,ПГ Евлогий и Христо Георгиеви,2.65,4.503,27.0,18.0,2.13,3.739,16.0,12.0,2.7,2.43,15.0,12.0,3.04,3.13,25.0,21.0,2.9,2.96,30.0,22.0
КАРЛОВО,ПГ по жп транспорт,2.78,4.212,35.0,24.0,2.5,3.913,40.0,30.0,2.71,4.56,33.0,24.0,3.24,3.22,63.0,18.0,3.08,3.09,54.0,36.0
КАРЛОВО,СУ Васил Левски,5.14,5.006,75.0,79.0,4.68,4.507,75.0,80.0,4.69,4.472,71.0,71.0,4.84,5.03,89.0,90.0,5.06,5.16,73.0,73.0
КАРЛОВО,СУ Христо Проданов,4.08,4.125,81.0,76.0,3.48,3.717,78.0,77.0,3.83,3.698,67.0,67.0,3.94,4.22,82.0,82.0,3.97,4.02,66.0,66.0
КАРНОБАТ,ПГ по селско стопанство,3.14,4.19,48.0,38.0,2.52,3.919,51.0,42.0,2.27,4.22,46.0,31.0,3.03,2.94,42.0,5.0,3.15,3.58,33.0,21.0
КАРНОБАТ,СУ Св. Св. Кирил и Методий,4.73,4.972,56.0,52.0,3.97,4.362,54.0,51.0,4.03,3.968,48.0,47.0,4.31,4.61,52.0,51.0,4.16,4.4,61.0,61.0
КАРНОБАТ,СУ Христо Ботев,4.59,4.805,50.0,49.0,3.93,4.212,54.0,53.0,3.61,3.519,63.0,62.0,3.81,4.02,69.0,70.0,4.01,4.14,56.0,57.0
КОСТИНБРОД,ПГ по ветеринарна медицина,3.76,4.9,48.0,42.0,3.12,4.847,51.0,38.0,2.75,3.85,38.0,34.0,3.36,3.88,37.0,17.0,3.45,3.75,44.0,24.0
КОСТИНБРОД,СУ Д-р Петър Перон,4.19,4.281,21.0,21.0,3.69,3.876,20.0,21.0,3.72,4.086,35.0,34.0,4.37,4.64,20.0,19.0,4.17,4.4,18.0,18.0
ЛОМ,ПГ Найден Геров,4.46,4.224,41.0,49.0,4.05,3.216,42.0,48.0,4.23,3.665,43.0,43.0,4.53,4.59,37.0,37.0,4.66,5.0,42.0,41.0
ЛОМ,ПГ по произв. технологии,3.85,5.049,27.0,30.0,3.74,5.054,26.0,27.0,3.73,4.325,12.0,14.0,3.57,3.43,43.0,45.0,3.93,3.79,45.0,46.0
ЛОМ,ПГ по хранене и земеделие,3.76,3.694,8.0,7.0,2.97,4.14,20.0,16.0,3.06,4.07,24.0,20.0,3.42,2.97,40.0,11.0,3.36,2.94,25.0,6.0
ЛОМ,СУ Димитър Маринов,4.19,4.421,18.0,17.0,3.48,4.206,24.0,25.0,4.39,4.762,20.0,20.0,4.48,4.83,29.0,29.0,4.43,4.52,35.0,35.0
ЛОМ,СУ Отец Паисий,3.93,5.73,2.0,1.0,2.55,2.806,3.0,3.0,2.97,4.11,4.0,4.0,3.27,3.26,4.0,4.0,3.5,3.46,5.0,5.0
ЛУКОВИТ,ПГ по селско стопанство,3.23,4.248,42.0,37.0,2.95,4.492,48.0,39.0,3.43,4.216,40.0,40.0,3.45,3.66,33.0,5.0,3.61,2.87,28.0,7.0
ЛУКОВИТ,СУ Алеко Константинов,3.08,3.889,31.0,33.0,2.67,2.315,41.0,32.0,2.48,2.403,27.0,22.0,3.59,3.62,49.0,54.0,4.09,3.83,48.0,54.0
НЕСЕБЪР,ПГ по туризъм,2.87,3.63,50.0,40.0,2.48,3.299,46.0,41.0,2.85,4.059,65.0,57.0,3.1,3.27,80.0,15.0,3.06,3.11,73.0,22.0
НЕСЕБЪР,СУ Любен Каравелов,4.23,4.345,47.0,46.0,3.46,3.985,52.0,51.0,4.3,4.555,49.0,49.0,4.05,4.8,42.0,42.0,4.19,4.66,50.0,50.0
НОВА ЗАГОРА,ПГ по селско стопанство,2.32,4.1,15.0,14.0,2.09,4.11,22.0,14.0,2.26,4.108,31.0,24.0,3.09,3.73,36.0,1.0,3.16,3.26,29.0,10.0
НОВА ЗАГОРА,ПГ по техника и технологии,3.5,4.525,44.0,36.0,2.93,4.188,33.0,23.0,2.86,3.5,42.0,42.0,3.44,4.15,15.0,13.0,3.74,4.29,53.0,56.0
