Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21
СВОГЕ,ПГ Велизар Пеев,79.0,47.44,77.0,21.53,94.0,49.1,92.0,26.45,83.0,"40,76",71.0,"25,93",67.0,"49,84",73.0,"21,16"
САМОКОВ,СУ Отец Паисий,39.0,55.62,39.0,49.83,31.0,52.0,31.0,30.06,26.0,"39,54",25.0,"23,18",53.0,"43,42",53.0,"24,83"
КОСТЕНЕЦ,СУ Св Климент Охридски,51.0,70.92,50.0,49.3,66.0,61.3,66.0,50.15,53.0,"48,79",53.0,"41,07",62.0,"57,92",62.0,"31,61"
ДОЛНА БАНЯ,ПГ Христо Ботев,27.0,16.02,23.0,15.67,19.0,18.32,20.0,16.03,15.0,"13,53",14.0,"19,43",13.0,"19,46",14.0,"12,71"
САМОКОВ,ОУ Неофит Рилски,33.0,11.71,29.0,13.29,41.0,12.38,40.0,16.1,45.0,"10,78",47.0,"17,74",30.0,"11,13",26.0,"15,23"
ЧЕЛОПЕЧ,Частна профилирана гимназия с чуждоезиково обучение ЧЕЛОПЕЧ,32.0,68.06,32.0,40.28,28.0,69.59,28.0,38.4,31.0,"58,97",31.0,"55,41",21.0,"57,86",21.0,"42,71"
САМОКОВ,Спортно училище Никола Велчев,28.0,60.95,28.0,44.59,18.0,44.44,18.0,47.78,19.0,"37,47",19.0,"43,87",14.0,27,13.0,"44,69"
КОСТЕНЕЦ,ПГ Георги Сава Раковски,39.0,34.53,39.0,17.23,26.0,35.1,26.0,19.54,29.0,"29,28",29.0,"23,39",27.0,"28,59",26.0,"11,12"
ПРАВЕЦ,Профилирана гимназия с преподаване на чужди езици Алеко Константинов,79.0,55.61,79.0,45.58,78.0,49.17,78.0,23.54,55.0,"39,02",55.0,"25,54",78.0,"46,32",77.0,"23,39"
ДОЛНА БАНЯ,СУ Неофит Рилски,19.0,52.05,18.0,55.78,14.0,32.18,13.0,36.02,20.0,"20,6",20.0,"53,6",16.0,"22,81",16.0,30
КОПРИВЩИЦА,СУ Любен Каравелов,7.0,53.64,7.0,54.21,14.0,43.93,12.0,21.58,9.0,"53,44",9.0,"59,5",14.0,"44,5",14.0,"49,71"
СЛИВНИЦА,СУ Св Св Кирил и Методий,12.0,52.08,12.0,22.67,22.0,43.36,22.0,25.07,23.0,"44,91",23.0,"24,07",25.0,"53,16",25.0,"45,84"
СЛИВНИЦА,ОУ Иван Вазов,3.0,24.33,3.0,13.33,4.0,35.75,4.0,14.13,2.0,19,1.0,24,,,,
ЗЛАТИЦА,СУ Свети Паисий Хилендарски,22.0,61.89,22.0,27.5,23.0,57.85,23.0,44.72,17.0,"36,47",17.0,"40,75",21.0,"57,76",21.0,"29,67"
СВОГЕ,СУ Иван Вазов,11.0,59.18,10.0,28.15,24.0,61.42,24.0,20.38,13.0,"47,31",13.0,24,12.0,"49,08",12.0,"18,67"
БОЖУРИЩЕ,СУ Летец Христо Топракчиев,38.0,53.86,40.0,21.9,38.0,59.62,38.0,32.26,36.0,"53,25",36.0,"24,17",21.0,"54,48",21.0,"21,81"
ИХТИМАН,ОУ Христо Смирненски,6.0,24.17,8.0,27.64,8.0,22.38,8.0,18.53,9.0,"21,44",8.0,"18,13",12.0,"24,5",12.0,"16,25"
ГОРНА МАЛИНА,ОУ Свети Свети Кирил и Методий,16.0,31.5,15.0,27.3,9.0,23.22,9.0,15.17,16.0,"23,31",16.0,"15,77",12.0,"12,83",12.0,14
ГОРНА МАЛИНА,СУ Христо Ботев,21.0,54.0,21.0,17.79,18.0,51.78,18.0,20.03,24.0,"40,29",24.0,"22,32",18.0,"39,06",18.0,"16,67"
КОСТИНБРОД,СУ Д-р Петър Берон,20.0,44.88,19.0,22.63,17.0,45.94,17.0,32.99,23.0,"42,43",23.0,"37,67",19.0,"48,89",19.0,"19,32"
КОСТИНБРОД,ПГ по ветеринарна медицина и селско стопанство Св Г Победоносец,54.0,45.19,52.0,19.51,49.0,41.65,49.0,17.4,48.0,"32,38",48.0,"19,29",53.0,"36,51",52.0,"17,63"
ПРАВЕЦ,Национална професионална гимназия по компютърни технологии и системи,129.0,64.6,129.0,54.87,141.0,61.66,142.0,52.31,136.0,"52,64",137.0,"50,1",142.0,"52,7",142.0,"32,84"
СТАРА ЗАГОРА,СУ Железник,23.0,46.13,23.0,23.35,20.0,44.83,20.0,22.83,26.0,"38,54",26.0,"20,2",,,,
СТАРА ЗАГОРА,ПГ по компютърни науки и математически анализи Проф Минко Балкански,51.0,51.93,51.0,31.14,47.0,48.84,47.0,23.71,,,,,,,,
СТАРА ЗАГОРА,Профилирана ПМГ Гео Милев,130.0,66.8,126.0,54.76,131.0,65.0,129.0,58.76,129.0,"61,76",128.0,"60,89",128.0,"65,59",126.0,"40,49"
СТАРА ЗАГОРА,СУ Васил Левски,20.0,41.28,20.0,28.33,23.0,42.91,23.0,19.64,21.0,38,22.0,"22,56",16.0,"41,63",16.0,"21,81"
СТАРА ЗАГОРА,СУ Христо Смирненски,13.0,21.5,13.0,28.0,8.0,19.19,8.0,33.0,6.0,"15,83",6.0,"28,67",9.0,"13,33",9.0,"14,22"
СТАРА ЗАГОРА,СУ Максим Горки,104.0,61.57,104.0,24.66,100.0,63.9,100.0,27.54,106.0,"57,82",106.0,"28,89",106.0,"58,24",106.0,"21,86"
СТАРА ЗАГОРА,СУ Иван Вазов,46.0,47.25,46.0,19.9,47.0,54.65,46.0,22.0,24.0,"48,88",24.0,"28,83",25.0,"49,88",24.0,"21,42"
СТАРА ЗАГОРА,Спортно училище Тодор Каблешков,38.0,31.28,37.0,16.11,34.0,42.12,30.0,22.28,35.0,"35,26",35.0,"28,76",47.0,"30,94",47.0,"16,53"
СТАРА ЗАГОРА,ПГ по механотехника и транспорт Н Й Вапцаров,29.0,27.0,26.0,15.71,22.0,26.75,22.0,16.36,30.0,"16,33",29.0,"18,5",46.0,"22,85",46.0,"14,5"
СТАРА ЗАГОРА,ПГ ПО ЕЛЕКТРОТЕХНИКА И ТЕХНОЛОГИИ Г С РАКОВСКИ,50.0,35.65,48.0,19.0,57.0,36.65,56.0,19.02,56.0,"25,63",57.0,"14,04",60.0,"31,93",59.0,"16,86"
СТАРА ЗАГОРА,Национална професионална гимназия по ветеринарна медицина Иван Павлов,96.0,49.72,96.0,20.22,101.0,42.81,102.0,20.75,99.0,"37,23",99.0,"19,37",86.0,"36,72",83.0,"17,88"
СТАРА ЗАГОРА,ПГ по електроника Джон Атанасов,86.0,42.58,85.0,16.85,91.0,42.34,91.0,22.13,91.0,"32,33",92.0,"19,9",80.0,"36,05",77.0,"18,62"
СТАРА ЗАГОРА,ПГ по строителство и дървообработване Инж Недьо Ранчев,40.0,19.79,27.0,22.72,33.0,18.18,31.0,19.87,43.0,"18,35",43.0,"34,06",31.0,"13,42",30.0,"17,07"
СТАРА ЗАГОРА,Частно СУ Нов век,,,,,3.0,42.5,1.0,28.5,3.0,"48,67",1.0,"21,5",2.0,57,2.0,18
СТАРА ЗАГОРА,ПГ по облекло и хранене Райна Княгиня,98.0,46.43,98.0,17.2,97.0,40.33,97.0,16.85,99.0,"37,83",99.0,"22,41",90.0,"36,37",89.0,"16,56"
СТАРА ЗАГОРА,СУ Христо Ботев,12.0,20.92,10.0,10.8,12.0,13.13,13.0,13.85,16.0,"12,38",17.0,"15,06",10.0,"21,9",11.0,"15,82"
КАЗАНЛЪК,Профилирана гимназия Академик Петко Стайнов,17.0,18.65,17.0,25.65,23.0,19.3,23.0,21.39,27.0,"11,96",27.0,"17,13",28.0,"12,11",29.0,"13,86"
КАЗАНЛЪК,Профилирана природо-математическа гимназия Никола Обрешков,103.0,63.3,102.0,53.75,102.0,65.79,102.0,61.88,106.0,"63,15",105.0,"68,71",102.0,"65,7",101.0,"44,26"
КАЗАНЛЪК,Профилирана хуманитарна гимназия Св Св Кирил и Методий,61.0,45.35,59.0,19.15,64.0,48.88,64.0,20.72,67.0,"38,4",67.0,"14,28",47.0,"44,43",47.0,"19,17"
КАЗАНЛЪК,СУ Екзарх Антим I,81.0,58.62,81.0,34.44,82.0,58.43,81.0,36.87,79.0,"54,48",79.0,"49,18",76.0,"55,25",75.0,"26,25"
КАЗАНЛЪК,ПГ ИВАН ХАДЖИЕНОВ,102.0,52.11,102.0,26.09,93.0,48.0,93.0,25.84,96.0,"37,9",96.0,"21,07",83.0,"39,3",83.0,"17,99"
КАЗАНЛЪК,ПГ ПО ТРАНСПОРТ И ТРАНСПОРТЕН МЕНИДЖМЪНТ,70.0,25.66,68.0,15.76,81.0,24.29,81.0,16.41,60.0,"20,42",60.0,"19,67",74.0,"28,68",74.0,"14,64"
КАЗАНЛЪК,ПГ по лека промишленост и туризъм,75.0,43.2,75.0,17.53,73.0,46.04,72.0,18.73,69.0,"34,41",69.0,"22,16",59.0,"33,47",58.0,"13,62"
КАЗАНЛЪК,ОУ Свети Свети Кирил и Методий,12.0,14.38,12.0,17.0,6.0,20.83,6.0,9.33,7.0,"19,29",6.0,"16,67",,,,
ОПАН,СУ Христо Ботев,8.0,24.81,8.0,16.0,14.0,17.25,14.0,10.0,11.0,"17,45",11.0,"16,73",9.0,16,9.0,"14,22"
РАДНЕВО,СУ Гео Милев,38.0,39.7,38.0,17.96,44.0,43.75,44.0,19.58,37.0,"37,46",37.0,"21,89",37.0,"40,43",37.0,"18,16"
РАДНЕВО,ПГ Св Иван Рилски,33.0,24.44,33.0,16.91,31.0,22.29,30.0,17.2,28.0,"20,86",29.0,"19,47",35.0,"25,06",35.0,"13,69"
ЧИРПАН,СУ Пейо Крачолов Яворов,55.0,55.61,55.0,41.96,50.0,47.92,50.0,40.2,54.0,"42,04",54.0,"45,35",58.0,"50,1",58.0,"30,05"
ЧИРПАН,ПГ по селско стопанство,66.0,30.03,62.0,36.23,71.0,30.41,70.0,25.81,57.0,"17,61",56.0,"21,88",62.0,"28,18",62.0,"19,87"
СТАРА ЗАГОРА,Търговска гимназия Княз Симеон Търновски,103.0,64.9,101.0,29.15,105.0,61.94,104.0,35.03,107.0,"56,15",107.0,"34,06",130.0,"63,98",128.0,"28,94"
СТАРА ЗАГОРА,ПГ по строителство архитектура и геодезия Лубор Байер,132.0,62.07,131.0,29.53,125.0,58.37,121.0,33.25,127.0,"52,13",126.0,"25,6",126.0,"57,02",126.0,"27,4"
БРАТЯ ДАСКАЛОВИ,СУ Христо Ботев,18.0,19.03,18.0,16.94,17.0,16.24,17.0,34.82,10.0,"16,4",11.0,"21,45",,,,
СТАРА ЗАГОРА,Гимназия с преподаване на чужди езици Ромен Ролан,210.0,68.43,209.0,45.32,207.0,70.17,205.0,51.5,208.0,"67,71",205.0,"56,59",208.0,"69,68",206.0,"38,69"
ГЪЛЪБОВО,СУ Васил Левски,24.0,32.52,24.0,21.96,22.0,29.57,22.0,16.15,17.0,"27,35",17.0,"20,71",24.0,"28,71",24.0,"20,75"
ГЪЛЪБОВО,ПГ по енергетика и електротехника,48.0,27.19,47.0,22.62,45.0,32.18,45.0,21.74,43.0,"20,05",43.0,"22,36",44.0,"31,52",44.0,"23,45"
МЪГЛИЖ,ПГ по селско стопанство Гео Милев,22.0,24.91,9.0,13.78,27.0,18.19,19.0,17.05,39.0,"18,56",40.0,"17,01",34.0,"18,18",36.0,"30,33"
ГУРКОВО,СУ Христо Смирненски,18.0,34.97,18.0,18.19,23.0,32.59,23.0,17.09,12.0,"23,25",12.0,"26,42",29.0,"29,83",28.0,"16,07"
НИКОЛАЕВО,ПГ Атанас Дамянов,20.0,11.48,18.0,14.89,22.0,9.66,21.0,17.71,31.0,"8,94",31.0,"18,84",24.0,"10,21",23.0,"10,83"
ПАВЕЛ БАНЯ,СУ Христо Ботев,24.0,20.94,24.0,16.69,18.0,26.61,18.0,25.83,20.0,"24,85",19.0,"15,55",21.0,"23,48",21.0,"18,14"
ПАВЕЛ БАНЯ,ПГ по ресторантьорство и хотелиерство,42.0,13.8,39.0,15.91,33.0,13.8,32.0,14.02,32.0,"12,91",31.0,"18,97",44.0,"13,18",43.0,"13,49"
ТЪРГОВИЩЕ,ОУ Христо Ботев,2.0,24.0,2.0,44.0,,,,,5.0,"16,4",5.0,20,,,,
АНТОНОВО,СУ Свети Свети Кирил и Методий,8.0,32.06,8.0,47.19,13.0,40.81,13.0,47.62,11.0,"35,18",11.0,"50,91",17.0,"46,41",17.0,"47,76"
ТЪРГОВИЩЕ,Спортно училище Никола Симов,14.0,34.57,14.0,22.86,15.0,34.37,15.0,36.0,15.0,"26,87",16.0,"38,81",13.0,24,13.0,"32,92"
ТЪРГОВИЩЕ,Първо СУ Свети Седмочисленици,102.0,62.51,101.0,43.46,106.0,59.16,106.0,42.38,99.0,"56,23",98.0,"45,25",101.0,"57,72",100.0,"41,92"
ТЪРГОВИЩЕ,ПГ по икономическа информатика Джон Атанасов,75.0,43.77,75.0,26.55,83.0,40.77,83.0,21.33,76.0,"32,8",76.0,"20,01",92.0,"35,08",91.0,"18,37"
ТЪРГОВИЩЕ,Професионална техническа гимназия Цар Симеон Велики,78.0,39.33,78.0,32.17,71.0,38.92,71.0,25.35,55.0,"31,35",55.0,"18,23",49.0,"33,14",49.0,"22,1"
ТЪРГОВИЩЕ,ПГ по електротехника и строителство,12.0,17.5,12.0,15.42,15.0,18.43,15.0,15.2,19.0,"14,16",19.0,"17,89",13.0,"16,85",13.0,"18,46"
ТЪРГОВИЩЕ,ПГ по туризъм и хранително-вкусови технологии Алеко Константинов,51.0,23.44,52.0,17.43,39.0,18.1,39.0,14.28,38.0,"16,5",37.0,"19,18",40.0,"22,15",40.0,"14,1"
ТЪРГОВИЩЕ,ПГ по земеделие,21.0,21.74,21.0,24.21,31.0,18.44,31.0,21.71,32.0,"13,66",37.0,"44,32",29.0,16,27.0,"13,33"
ТЪРГОВИЩЕ,Специално училище за ученици с увреден слух Свети Иван Рилски,8.0,17.5,8.0,17.56,3.0,14.67,3.0,12.0,2.0,"22,5",2.0,46,,,,
ТЪРГОВИЩЕ,Второ СУ Професор Никола Маринов,78.0,56.64,77.0,34.74,68.0,61.64,68.0,38.28,93.0,"47,19",93.0,"38,42",82.0,"55,55",82.0,"37,49"
ОМУРТАГ,Профилирана гимназия Симеон Велчев,72.0,38.38,72.0,28.37,49.0,36.57,49.0,31.06,56.0,"41,95",56.0,"32,08",73.0,"43,7",73.0,"25,62"
ОМУРТАГ,ПГ по транспорт и лека промишленост,41.0,30.6,40.0,42.4,46.0,15.97,43.0,14.7,43.0,"19,3",43.0,"38,71",64.0,"17,52",64.0,"26,83"
ОПАКА,СУ Васил Левски,16.0,35.72,16.0,26.13,15.0,33.53,15.0,26.92,16.0,"24,94",16.0,"32,77",11.0,"40,27",11.0,"22,55"
ПОПОВО,Профилирана гимназия Христо Ботев,45.0,54.7,45.0,36.74,53.0,58.54,53.0,46.54,56.0,"50,61",56.0,"54,49",54.0,"59,57",54.0,"35,85"
ПОПОВО,ПГ по техника и лека промишленост,37.0,30.23,37.0,16.99,39.0,26.04,38.0,16.91,20.0,"26,2",26.0,"17,54",46.0,"31,07",48.0,"16,13"
ПОПОВО,ПГ по селско стопанство Никола Пушкаров,70.0,37.31,70.0,18.72,77.0,35.11,78.0,20.91,97.0,"28,41",97.0,"15,39",78.0,"29,31",77.0,"17,43"
ХАСКОВО,СУ Васил Левски,,,,,18.0,33.94,18.0,21.07,18.0,"30,61",19.0,"18,03",10.0,"34,7",10.0,"14,7"
ХАСКОВО,СУ Св Паисий Хилендарски,23.0,51.15,23.0,19.61,18.0,34.47,18.0,14.92,19.0,"31,84",19.0,"20,84",,,,
ХАСКОВО,СПОРТНО УЧИЛИЩЕ СТЕФАН КАРАДЖА,19.0,25.84,18.0,21.17,22.0,15.09,22.0,13.82,25.0,"15,6",23.0,"18,09",16.0,"16,81",18.0,"13,78"
ХАСКОВО,Езикова гимназия Проф д-р Асен Златаров,180.0,66.84,180.0,46.94,181.0,64.01,182.0,47.5,184.0,"59,31",184.0,"38,6",186.0,"61,33",186.0,"29,81"
ХАСКОВО,ПМГ Академик Боян Петканчин,131.0,64.86,131.0,55.29,130.0,70.14,129.0,68.72,130.0,"61,22",130.0,"61,57",129.0,"65,44",130.0,"45,92"
ХАСКОВО,Финансово-стопанска гимназия Атанас Буров,114.0,41.49,114.0,22.54,120.0,42.51,119.0,20.43,124.0,"34,28",124.0,"19,63",130.0,"38,58",128.0,"16,59"
ХАСКОВО,ПГ по туризъм Александър Паскалев,75.0,34.21,74.0,19.57,80.0,33.49,77.0,19.31,75.0,"31,51",74.0,"21,32",96.0,"28,23",95.0,"16,38"
ХАСКОВО,ПГ по дървообработване и строителство Цар Иван Асен,125.0,45.65,123.0,21.71,129.0,45.12,129.0,26.3,128.0,"42,42",128.0,"23,05",125.0,"37,07",125.0,"16,75"
ХАСКОВО,ПГ по лека промишленост Райна Княгиня,36.0,21.69,34.0,25.6,46.0,12.95,43.0,16.29,38.0,"10,89",37.0,"15,68",33.0,"15,82",34.0,"13,29"
ХАСКОВО,ПГ по механоелектротехника Стойчо и Кица Марчеви,54.0,27.65,52.0,39.04,68.0,23.93,68.0,17.37,46.0,"24,24",45.0,"20,77",47.0,"24,45",46.0,"15,61"
ХАСКОВО,ПГ по транспорт и аграрни технологии Н Й Вапцаров,47.0,18.48,44.0,15.92,39.0,17.23,38.0,15.68,49.0,"14,41",51.0,"17,73",48.0,"16,33",47.0,"15,77"
ДИМИТРОВГРАД,ОУ Свети свети Кирил и Методий,11.0,17.68,12.0,13.67,9.0,12.94,9.0,18.22,11.0,"14,45",11.0,19,,,,
ДИМИТРОВГРАД,СУ Любен Каравелов,24.0,37.27,24.0,23.13,26.0,36.19,25.0,15.24,45.0,"29,64",45.0,"19,13",46.0,"33,04",47.0,"19,49"
ДИМИТРОВГРАД,ПМГ със засилено изучаване на чужди езици Иван Вазов,101.0,56.71,101.0,37.72,97.0,52.64,96.0,34.76,95.0,"49,96",94.0,"41,35",94.0,"56,48",94.0,"30,28"
ДИМИТРОВГРАД,ПРОФИЛИРАНА ЕЗИКОВА ГИМНАЗИЯ Д-р Иван Богоров,76.0,54.49,74.0,23.25,70.0,52.59,70.0,26.56,67.0,"41,55",60.0,"23,13",70.0,"48,8",70.0,"19,3"
ДИМИТРОВГРАД,ПГ Проф д-р Асен Златаров,62.0,27.06,59.0,16.29,62.0,24.48,61.0,17.11,51.0,"19,8",52.0,"17,11",54.0,"26,39",55.0,"15,87"
ХАРМАНЛИ,СУ Неофит Рилски,79.0,39.96,79.0,39.68,68.0,45.59,68.0,57.28,75.0,"34,67",75.0,"47,58",48.0,"43,79",48.0,"28,9"
ХАРМАНЛИ,ПГ по електропромишленост и текстил Захари Стоянов,33.0,17.73,32.0,14.38,27.0,19.37,26.0,30.46,28.0,"17,39",28.0,"15,86",32.0,16,31.0,"16,23"
СИМЕОНОВГРАД,СУ Свети Климент Охридски,17.0,16.97,17.0,15.76,17.0,27.44,17.0,16.51,28.0,"15,11",27.0,"14,6",29.0,"19,69",29.0,"12,55"
СВИЛЕНГРАД,СУ Д-р Петър Берон,75.0,52.94,76.0,26.67,65.0,45.28,65.0,38.33,62.0,"38,98",62.0,"32,92",59.0,"48,97",59.0,"33,12"
СВИЛЕНГРАД,ПГ по селско стопанство и икономика Христо Ботев,88.0,38.92,80.0,29.99,89.0,36.34,89.0,33.49,65.0,"32,38",64.0,"35,9",62.0,31,62.0,"22,05"
ЛЮБИМЕЦ,СУ Желязко Терпешев,56.0,36.9,55.0,26.33,51.0,35.8,51.0,20.95,45.0,"34,02",46.0,"27,76",37.0,"29,51",37.0,"24,95"
МИНЕРАЛНИ БАНИ,СУ ПРОФ Д-Р АСЕН ЗЛАТАРОВ,9.0,28.28,6.0,30.67,8.0,39.94,7.0,25.96,3.0,27,4.0,"17,06",,,,
МИНЕРАЛНИ БАНИ,СУ ХРИСТО БОТЕВ,10.0,29.5,10.0,36.0,7.0,25.57,7.0,14.36,16.0,"31,19",16.0,"25,78",8.0,"28,5",8.0,"19,5"
МАДЖАРОВО,СУ Димитър Маджаров,12.0,15.58,12.0,15.0,15.0,14.9,15.0,15.8,11.0,"11,82",12.0,"19,63",14.0,"20,93",14.0,"14,71"
СТАМБОЛОВО,СУ Свети Климент Охридски,15.0,19.3,13.0,18.0,19.0,31.26,20.0,22.4,17.0,"21,59",17.0,"17,35",14.0,"22,21",14.0,"12,07"
ИВАЙЛОВГРАД,СУ Христо Ботев,28.0,43.32,28.0,31.52,34.0,45.03,33.0,32.15,24.0,"34,04",25.0,"33,31",23.0,"49,13",23.0,"38,35"
ТОПОЛОВГРАД,СУ Д-р Петър Берон,54.0,43.05,52.0,47.46,62.0,28.94,63.0,37.45,47.0,"22,57",46.0,"24,67",51.0,"24,08",48.0,"21,92"
ШУМЕН,ПГ по строителство архитектура и геодезия,58.0,32.62,58.0,18.42,64.0,31.85,63.0,16.58,65.0,"27,43",65.0,"18,59",75.0,"26,19",73.0,"15,15"
ШУМЕН,ПГ по икономика,102.0,42.95,102.0,19.65,98.0,44.64,98.0,22.82,103.0,"37,53",103.0,"24,74",104.0,"41,74",104.0,"22,87"
ВЕЛИКИ ПРЕСЛАВ,Професионална техническа гимназия Симеон Велики,32.0,37.94,34.0,17.35,40.0,29.65,39.0,16.03,35.0,"24,89",34.0,"16,91",44.0,"26,7",43.0,"37,05"
ШУМЕН,ПГ по облекло хранене и химични технологии Проф д-р Асен Златаров,40.0,32.5,39.0,15.54,36.0,26.11,36.0,15.36,45.0,"21,11",45.0,"19,41",66.0,"26,08",66.0,"14,73"
НОВИ ПАЗАР,СУ Васил Левски,40.0,34.03,40.0,17.01,23.0,50.26,23.0,26.09,25.0,"25,28",25.0,22,33.0,"29,55",33.0,"18,45"
ВЪРБИЦА,ОУ Св св Кирил и Методий,15.0,37.3,15.0,22.03,14.0,33.07,14.0,27.38,10.0,"17,7",10.0,"11,25",9.0,"33,56",9.0,"24,22"
ВЪРБИЦА,СУ Св Паисий Хилендарски,34.0,30.32,33.0,19.21,49.0,26.44,49.0,15.98,45.0,"20,91",44.0,"17,22",44.0,"29,32",44.0,"18,93"
ШУМЕН,ПГ по селско стопанство и хранителни технологии,47.0,22.26,45.0,15.07,32.0,20.53,31.0,15.1,29.0,"13,9",29.0,"18,5",42.0,"16,24",35.0,"14,09"
КАСПИЧАН,СУ Панайот Волов,19.0,20.37,19.0,17.05,16.0,30.28,16.0,20.39,5.0,14,5.0,"14,4",17.0,"35,65",17.0,"18,59"
КАСПИЧАН,ОУ Христо Ботев,6.0,24.42,6.0,25.33,7.0,15.36,7.0,15.43,10.0,"30,4",10.0,"23,2",14.0,"16,36",14.0,"20,57"
ВЕНЕЦ,СУ Никола Йонков Вапцаров,20.0,35.6,20.0,30.43,16.0,29.03,16.0,46.25,18.0,"32,28",18.0,"35,04",26.0,"33,54",26.0,"36,04"
НОВИ ПАЗАР,СУ Хан Исперих,25.0,47.82,25.0,27.76,24.0,45.94,24.0,27.4,24.0,"36,79",24.0,"21,98",25.0,"46,36",25.0,"20,6"
ШУМЕН,СУ Панайот Волов,75.0,56.74,75.0,30.66,74.0,49.89,72.0,21.69,76.0,"42,59",75.0,"22,43",73.0,"41,48",72.0,"18,49"
ШУМЕН,Профилирана езикова гимназия Никола Йонков Вапцаров,125.0,62.33,123.0,32.33,131.0,62.16,130.0,41.5,127.0,"52,68",129.0,"34,24",149.0,"52,76",148.0,"23,92"
ХИТРИНО,СУ Д-р Петър Берон,12.0,25.71,12.0,43.71,15.0,25.27,15.0,33.97,15.0,"37,6",15.0,"42,02",11.0,"23,64",11.0,"35,27"
ШУМЕН,СУ Трайко Симеонов,10.0,16.9,12.0,15.67,13.0,17.62,13.0,13.85,17.0,"20,12",16.0,"20,94",18.0,"15,44",18.0,"16,89"
ШУМЕН,ОУ Христо Ботев,10.0,17.2,10.0,16.85,10.0,14.35,10.0,16.0,12.0,"17,33",12.0,"15,33",,,,
ШУМЕН,СУ Йоан Екзарх Български,53.0,63.99,53.0,23.0,52.0,60.41,49.0,25.92,52.0,"49,85",52.0,"22,25",53.0,"53,72",53.0,"20,49"
СМЯДОВО,СУ Св св Кирил и Методий,30.0,38.32,30.0,20.42,18.0,34.64,18.0,17.56,22.0,"25,91",22.0,"22,85",23.0,"32,43",23.0,"15,78"
НИКОЛА КОЗЛЕВО,СУ Цанко Бакалов Церковски,28.0,28.11,27.0,15.85,31.0,21.37,32.0,15.53,24.0,"20,46",24.0,"38,69",41.0,"19,41",42.0,"23,43"
ШУМЕН,СУ Сава Доброплодни,102.0,66.12,102.0,31.93,101.0,54.89,99.0,27.58,104.0,"49,93",98.0,"28,46",77.0,"56,81",77.0,"31,08"
КАОЛИНОВО,СУ Георги Стойков Раковски,18.0,31.56,18.0,17.58,15.0,31.0,15.0,38.77,14.0,28,14.0,"32,61",19.0,"17,63",17.0,"17,88"
ШУМЕН,Духовно училище Нювваб,8.0,35.25,8.0,26.94,20.0,24.63,20.0,17.58,18.0,"22,17",18.0,"29,46",22.0,"24,32",22.0,"14,59"
НОВИ ПАЗАР,ПГ по селско стопанство,22.0,13.55,22.0,16.55,21.0,14.4,21.0,16.19,24.0,"26,33",24.0,"33,73",25.0,"13,92",25.0,"16,84"
ШУМЕН,Профилирана ПМГ Нанчо Попович,131.0,71.48,130.0,54.73,128.0,71.99,126.0,59.29,129.0,"60,16",129.0,"56,21",129.0,"66,94",129.0,"53,71"
НОВИ ПАЗАР,ПГ по химични технологии и дизайн Проф д-р Асен Златаров,31.0,15.21,31.0,16.26,27.0,14.61,26.0,15.69,26.0,"10,62",28.0,"17,29",25.0,"12,6",25.0,"13,6"
ШУМЕН,СУ Васил Левски,25.0,27.4,25.0,18.28,23.0,38.72,23.0,18.14,12.0,"23,17",12.0,"16,67",14.0,"41,57",13.0,"22,69"
КАОЛИНОВО,ОУ Йордан Йовков,10.0,24.0,10.0,28.95,5.0,14.6,5.0,18.4,6.0,"20,67",6.0,"40,17",5.0,"18,2",5.0,33
КАОЛИНОВО,ОУ Панайот Волов,11.0,21.14,11.0,43.27,10.0,14.5,10.0,43.05,15.0,18,15.0,"38,67",15.0,"35,2",15.0,"38,4"
КАСПИЧАН,ОУ Пенчо Петков Славейков,8.0,32.31,8.0,29.69,9.0,23.61,9.0,24.03,5.0,"24,4",5.0,"28,3",9.0,"21,56",9.0,"30,22"
ШУМЕН,ОУ Христо Ботев,12.0,43.54,12.0,26.5,7.0,26.79,8.0,41.5,6.0,"31,33",4.0,32,,,,
ВЕЛИКИ ПРЕСЛАВ,ПГ по селско стопанство,18.0,21.0,18.0,14.33,16.0,17.81,16.0,16.0,18.0,"14,39",19.0,"16,16",19.0,"15,21",19.0,"20,63"
ШУМЕН,ПГ по механотехника електроника телекомуникации и транспорт Христо Ботев,86.0,31.65,86.0,18.52,82.0,35.51,82.0,19.45,77.0,"26,62",77.0,"21,33",92.0,"27,25",90.0,"17,67"
ЯМБОЛ,СУ Св Климент Охридски,25.0,27.0,25.0,17.46,13.0,31.08,13.0,21.35,21.0,"36,43",21.0,"20,94",33.0,"39,97",33.0,17
ЯМБОЛ,ОУ Д-р Петър Берон,35.0,39.03,35.0,44.61,29.0,31.0,27.0,40.89,29.0,"45,79",29.0,"30,48",30.0,"36,7",31.0,"34,84"
ЯМБОЛ,Профилирана гимназия Васил Левски,104.0,58.16,103.0,28.65,87.0,53.45,85.0,31.31,104.0,"53,81",104.0,"30,59",98.0,"49,44",96.0,"24,07"
